Region,Country,Month,Value Column Name,Value
Rest of the world,Other,November,(AC In  millions - PL in Millions)%,-0.180064309
Rest of the world,Other,November,PL in Millions - PY in millions,77000
Rest of the world,Other,November,(PL in Millions - PY in millions)%,0.329059829
Rest of the world,Other,January,PY in millions,253000
Rest of the world,Other,January,PL in Millions,913000
Rest of the world,Other,January,AC In  millions,1179000
Rest of the world,Other,January,AC In  millions - PY in millions,926000
Rest of the world,Other,January,(AC In  millions - PY in millions)%,3.660079051
Rest of the world,Other,January,AC In  millions - PL in Millions,266000
Rest of the world,Other,January,(AC In  millions - PL in Millions)%,0.291347207
Rest of the world,Other,January,PL in Millions - PY in millions,660000
Rest of the world,Other,January,(PL in Millions - PY in millions)%,2.608695652
Rest of the world,Other,October,PY in millions,1922000
Rest of the world,Other,October,PL in Millions,950000
Rest of the world,Other,October,AC In  millions,844000
Rest of the world,Other,October,AC In  millions - PY in millions,-1078000
Rest of the world,Other,October,(AC In  millions - PY in millions)%,-0.560874089
Rest of the world,Other,October,AC In  millions - PL in Millions,-106000
Rest of the world,Other,October,(AC In  millions - PL in Millions)%,-0.111578947
Rest of the world,Other,October,PL in Millions - PY in millions,-972000
Rest of the world,Other,October,(PL in Millions - PY in millions)%,-0.505723205
Rest of the world,Other,November,PY in millions,243000
Rest of the world,Other,November,PL in Millions,323000
Rest of the world,Other,November,AC In  millions,266000
Rest of the world,Other,November,AC In  millions - PY in millions,23000
Rest of the world,Other,November,(AC In  millions - PY in millions)%,0.094650206
Rest of the world,Other,November,AC In  millions - PL in Millions,-57000
Rest of the world,Other,November,(AC In  millions - PL in Millions)%,-0.176470588
Rest of the world,Other,November,PL in Millions - PY in millions,80000
Rest of the world,Other,November,(PL in Millions - PY in millions)%,0.329218107
