Product Name,Product ID,Value Column Name,Value,,,,
Xerox 1908,All,Cost,,,,,
Xerox 1908,All,Total Discount,,,,,
Xerox 1908,All,Gross Sales,,,,,
Xerox 1908,All,Sales,,,,,
Xerox 1908,All,Profit/ (Loss),,,,,
Xerox 1908,All,% Profit/ (Loss),,,,,
Xerox 1908,OFF-PA-10001970,Quantity,7,,,,
Xerox 1908,OFF-PA-10001970,Discount,0,,,,
Xerox 1908,OFF-PA-10001970,Unit Price,44.784,,,,
Xerox 1908,OFF-PA-10001970,Cost,199.6486,,,,
Xerox 1908,OFF-PA-10001970,Total Discount,0,,,,
Xerox 1908,OFF-PA-10001970,Gross Sales,313.488,,,,
Xerox 1908,OFF-PA-10001970,Sales,313.488,,,,
Xerox 1908,OFF-PA-10001970,Profit/ (Loss),113.8394,,,,
Xerox 1908,OFF-PA-10001970,% Profit/ (Loss),0.363137983,,,,
Xerox 1988,All,Quantity,,,,,
Xerox 1988,All,Discount,,,,,
Xerox 1988,All,Unit Price,,,,,
Xerox 1988,All,Cost,,,,,
Xerox 1988,All,Total Discount,,,,,
Xerox 1988,All,Gross Sales,,,,,
Xerox 1988,All,Sales,,,,,
Xerox 1988,All,Profit/ (Loss),,,,,
Xerox 1988,All,% Profit/ (Loss),,,,,
Xerox 1988,OFF-PA-10001125,Quantity,7,,,,
Xerox 1988,OFF-PA-10001125,Discount,0,,,,
Xerox 1988,OFF-PA-10001125,Unit Price,24.784,,,,
Xerox 1988,OFF-PA-10001125,Cost,119.073,,,,
Xerox 1988,OFF-PA-10001125,Total Discount,0,,,,
Xerox 1988,OFF-PA-10001125,Gross Sales,173.488,,,,
Xerox 1988,OFF-PA-10001125,Sales,173.488,,,,
Xerox 1988,OFF-PA-10001125,Profit/ (Loss),54.415,,,,
Xerox 1988,OFF-PA-10001125,% Profit/ (Loss),0.313652817,,,,
Apple iPhone 5S,All,Quantity,,,,,
Apple iPhone 5S,All,Discount,,,,,
Apple iPhone 5S,All,Unit Price,,,,,
Apple iPhone 5S,All,Cost,,,,,
Apple iPhone 5S,All,Total Discount,,,,,
Apple iPhone 5S,All,Gross Sales,,,,,
Apple iPhone 5S,All,Sales,,,,,
Apple iPhone 5S,All,Profit/ (Loss),,,,,
Apple iPhone 5S,All,% Profit/ (Loss),,,,,
Apple iPhone 5S,TEC-PH-10001363,Quantity,6,,,,
Apple iPhone 5S,TEC-PH-10001363,Discount,0,,,,
Apple iPhone 5S,TEC-PH-10001363,Unit Price,455.992,,,,
Apple iPhone 5S,TEC-PH-10001363,Cost,2393.758,,,,
Apple iPhone 5S,TEC-PH-10001363,Total Discount,0,,,,
Apple iPhone 5S,TEC-PH-10001363,Gross Sales,2735.952,,,,
Apple iPhone 5S,TEC-PH-10001363,Sales,2735.952,,,,
Apple iPhone 5S,TEC-PH-10001363,Profit/ (Loss),342.194,,,,
Apple iPhone 5S,TEC-PH-10001363,% Profit/ (Loss),0.125073101,,,,
Avery 476,All,Quantity,,,,,
Avery 476,All,Discount,,,,,
Avery 476,All,Unit Price,,,,,
Avery 476,All,Cost,,,,,
Avery 476,All,Total Discount,,,,,
Avery 476,All,Gross Sales,,,,,
Avery 476,All,Sales,,,,,
Avery 476,All,Profit/ (Loss),,,,,
Avery 476,All,% Profit/ (Loss),,,,,
Avery 476,OFF-LA-10004484,Quantity,6,,,,
Avery 476,OFF-LA-10004484,Discount,0,,,,
Avery 476,OFF-LA-10004484,Unit Price,3.304,,,,
Avery 476,OFF-LA-10004484,Cost,13.1812,,,,
Avery 476,OFF-LA-10004484,Total Discount,0,,,,
Avery 476,OFF-LA-10004484,Gross Sales,19.824,,,,
Avery 476,OFF-LA-10004484,Sales,19.824,,,,
Avery 476,OFF-LA-10004484,Profit/ (Loss),6.6428,,,,
Avery 476,OFF-LA-10004484,% Profit/ (Loss),0.335088781,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Quantity,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Discount,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Unit Price,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Cost,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Total Discount,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Gross Sales,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Sales,,,,,
Avery Hidden Tab Dividers for Binding Systems,All,Profit/ (Loss),,,,,
Avery Hidden Tab Dividers for Binding Systems,All,% Profit/ (Loss),,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Quantity,6,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Discount,2,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Unit Price,2.596,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Cost,8.0552,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Total Discount,12,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Gross Sales,15.576,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Sales,3.576,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,Profit/ (Loss),-4.4792,,,,
Avery Hidden Tab Dividers for Binding Systems,OFF-BI-10002609,% Profit/ (Loss),-1.252572707,,,,
Bevis 44 x 96 Conference Tables,All,Quantity,,,,,
Bevis 44 x 96 Conference Tables,All,Discount,,,,,
Bevis 44 x 96 Conference Tables,All,Unit Price,,,,,
Bevis 44 x 96 Conference Tables,All,Cost,,,,,
Bevis 44 x 96 Conference Tables,All,Total Discount,,,,,
Bevis 44 x 96 Conference Tables,All,Gross Sales,,,,,
Bevis 44 x 96 Conference Tables,All,Sales,,,,,
Bevis 44 x 96 Conference Tables,All,Profit/ (Loss),,,,,
Bevis 44 x 96 Conference Tables,All,% Profit/ (Loss),,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Quantity,6,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Discount,0,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Unit Price,102.95,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Cost,1024.882,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Total Discount,0,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Gross Sales,617.7,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Sales,617.7,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,Profit/ (Loss),-407.182,,,,
Bevis 44 x 96 Conference Tables,FUR-TA-10004534,% Profit/ (Loss),-0.659190546,,,,
Binder Clips by OIC,All,Quantity,,,,,
Binder Clips by OIC,All,Discount,,,,,
Binder Clips by OIC,All,Unit Price,,,,,
Binder Clips by OIC,All,Cost,,,,,
Binder Clips by OIC,All,Total Discount,,,,,
Binder Clips by OIC,All,Gross Sales,,,,,
Binder Clips by OIC,All,Sales,,,,,
Binder Clips by OIC,All,Profit/ (Loss),,,,,
Binder Clips by OIC,All,% Profit/ (Loss),,,,,
Binder Clips by OIC,OFF-FA-10000611,Quantity,6,,,,
Binder Clips by OIC,OFF-FA-10000611,Discount,0,,,,
Binder Clips by OIC,OFF-FA-10000611,Unit Price,1.184,,,,
Binder Clips by OIC,OFF-FA-10000611,Cost,4.4176,,,,
Binder Clips by OIC,OFF-FA-10000611,Total Discount,0,,,,
Binder Clips by OIC,OFF-FA-10000611,Gross Sales,7.104,,,,
Binder Clips by OIC,OFF-FA-10000611,Sales,7.104,,,,
Binder Clips by OIC,OFF-FA-10000611,Profit/ (Loss),2.6864,,,,
Binder Clips by OIC,OFF-FA-10000611,% Profit/ (Loss),0.378153153,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Quantity,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Discount,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Unit Price,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Cost,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Total Discount,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Gross Sales,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Sales,,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,Profit/ (Loss),,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",All,% Profit/ (Loss),,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Quantity,6,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Discount,0,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Unit Price,5.824,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Cost,23.1872,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Total Discount,0,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Gross Sales,34.944,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Sales,34.944,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,Profit/ (Loss),11.7568,,,,
"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",OFF-PA-10003036,% Profit/ (Loss),0.336446886,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Quantity,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Discount,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Unit Price,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Cost,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Total Discount,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Gross Sales,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Sales,,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,Profit/ (Loss),,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",All,% Profit/ (Loss),,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Quantity,6,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Discount,1,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Unit Price,4.792,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Cost,30.684,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Total Discount,6,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Gross Sales,28.752,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Sales,22.752,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Profit/ (Loss),-7.932,,,,
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,% Profit/ (Loss),-0.348628692,,,,
DAX Wood Document Frame,All,Quantity,,,,,
DAX Wood Document Frame,All,Discount,,,,,
DAX Wood Document Frame,All,Unit Price,,,,,
DAX Wood Document Frame,All,Cost,,,,,
DAX Wood Document Frame,All,Total Discount,,,,,
DAX Wood Document Frame,All,Gross Sales,,,,,
DAX Wood Document Frame,All,Sales,,,,,
DAX Wood Document Frame,All,Profit/ (Loss),,,,,
DAX Wood Document Frame,All,% Profit/ (Loss),,,,,
DAX Wood Document Frame,FUR-FU-10001473,Quantity,6,,,,
DAX Wood Document Frame,FUR-FU-10001473,Discount,1,,,,
DAX Wood Document Frame,FUR-FU-10001473,Unit Price,6.492,,,,
DAX Wood Document Frame,FUR-FU-10001473,Cost,52.1232,,,,
DAX Wood Document Frame,FUR-FU-10001473,Total Discount,6,,,,
DAX Wood Document Frame,FUR-FU-10001473,Gross Sales,38.952,,,,
DAX Wood Document Frame,FUR-FU-10001473,Sales,32.952,,,,
DAX Wood Document Frame,FUR-FU-10001473,Profit/ (Loss),-19.1712,,,,
DAX Wood Document Frame,FUR-FU-10001473,% Profit/ (Loss),-0.581791697,,,,
Euro Pro Shark Stick Mini Vacuum,All,Quantity,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Discount,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Unit Price,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Cost,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Total Discount,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Gross Sales,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Sales,,,,,
Euro Pro Shark Stick Mini Vacuum,All,Profit/ (Loss),,,,,
Euro Pro Shark Stick Mini Vacuum,All,% Profit/ (Loss),,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Quantity,6,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Discount,1,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Unit Price,13.196,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Cost,269.9512,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Total Discount,6,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Gross Sales,79.176,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Sales,73.176,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,Profit/ (Loss),-196.7752,,,,
Euro Pro Shark Stick Mini Vacuum,OFF-AP-10000390,% Profit/ (Loss),-2.689067454,,,,
"Fellowes Mobile File Cart, Black",All,Quantity,,,,,
"Fellowes Mobile File Cart, Black",All,Discount,,,,,
"Fellowes Mobile File Cart, Black",All,Unit Price,,,,,
"Fellowes Mobile File Cart, Black",All,Cost,,,,,
"Fellowes Mobile File Cart, Black",All,Total Discount,,,,,
"Fellowes Mobile File Cart, Black",All,Gross Sales,,,,,
"Fellowes Mobile File Cart, Black",All,Sales,,,,,
"Fellowes Mobile File Cart, Black",All,Profit/ (Loss),,,,,
"Fellowes Mobile File Cart, Black",All,% Profit/ (Loss),,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Quantity,6,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Discount,0,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Unit Price,49.744,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Cost,272.1484,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Total Discount,0,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Gross Sales,298.464,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Sales,298.464,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Profit/ (Loss),26.3156,,,,
"Fellowes Mobile File Cart, Black",OFF-ST-10004340,% Profit/ (Loss),0.088170098,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Quantity,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Discount,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Unit Price,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Cost,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Total Discount,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Gross Sales,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Sales,,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,Profit/ (Loss),,,,,
Fellowes Presentation Covers for Comb Binding Machines,All,% Profit/ (Loss),,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Quantity,6,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Discount,1,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Unit Price,3.91,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Cost,47.215,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Total Discount,6,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Gross Sales,23.46,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Sales,17.46,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,Profit/ (Loss),-29.755,,,,
Fellowes Presentation Covers for Comb Binding Machines,OFF-BI-10004139,% Profit/ (Loss),-1.704180985,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Quantity,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Discount,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Unit Price,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Cost,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Total Discount,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Gross Sales,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Sales,,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,Profit/ (Loss),,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",All,% Profit/ (Loss),,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Quantity,6,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Discount,0,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Unit Price,140.686,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Cost,879.9924,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Total Discount,0,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Gross Sales,844.116,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Sales,844.116,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,Profit/ (Loss),-35.8764,,,,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",FUR-CH-10002965,% Profit/ (Loss),-0.042501741,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Quantity,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Discount,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Unit Price,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Cost,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Total Discount,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Gross Sales,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Sales,,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,Profit/ (Loss),,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",All,% Profit/ (Loss),,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Quantity,6,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Discount,0,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Unit Price,63.686,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Cost,474.6156,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Total Discount,0,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Gross Sales,382.116,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Sales,382.116,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Profit/ (Loss),-92.4996,,,,
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,% Profit/ (Loss),-0.242072041,,,,
Hon 4-Shelf Metal Bookcases,All,Quantity,,,,,
Hon 4-Shelf Metal Bookcases,All,Discount,,,,,
Hon 4-Shelf Metal Bookcases,All,Unit Price,,,,,
Hon 4-Shelf Metal Bookcases,All,Cost,,,,,
Hon 4-Shelf Metal Bookcases,All,Total Discount,,,,,
Hon 4-Shelf Metal Bookcases,All,Gross Sales,,,,,
Hon 4-Shelf Metal Bookcases,All,Sales,,,,,
Hon 4-Shelf Metal Bookcases,All,Profit/ (Loss),,,,,
Hon 4-Shelf Metal Bookcases,All,% Profit/ (Loss),,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Quantity,6,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Discount,0,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Unit Price,70.686,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Cost,454.11,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Total Discount,0,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Gross Sales,424.116,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Sales,424.116,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,Profit/ (Loss),-29.994,,,,
Hon 4-Shelf Metal Bookcases,FUR-BO-10003546,% Profit/ (Loss),-0.070721218,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Quantity,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Discount,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Unit Price,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Cost,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Total Discount,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Gross Sales,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Sales,,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,Profit/ (Loss),,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,All,% Profit/ (Loss),,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Quantity,6,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Discount,1,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Unit Price,16.344,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Cost,316.8208,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Total Discount,6,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Gross Sales,98.064,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Sales,92.064,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Profit/ (Loss),-224.7568,,,,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,% Profit/ (Loss),-2.441310393,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Quantity,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Discount,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Unit Price,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Cost,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Total Discount,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Gross Sales,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Sales,,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,Profit/ (Loss),,,,,
Logitech Mobile Speakerphone P710e - speaker phone,All,% Profit/ (Loss),,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Quantity,6,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Discount,0,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Unit Price,107.984,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Cost,591.0124,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Total Discount,0,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Gross Sales,647.904,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Sales,647.904,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,Profit/ (Loss),56.8916,,,,
Logitech Mobile Speakerphone P710e - speaker phone,TEC-PH-10001580,% Profit/ (Loss),0.087808688,,,,
Logitech Wireless Headset h800,All,Quantity,,,,,
Logitech Wireless Headset h800,All,Discount,,,,,
Logitech Wireless Headset h800,All,Unit Price,,,,,
Logitech Wireless Headset h800,All,Cost,,,,,
Logitech Wireless Headset h800,All,Total Discount,,,,,
Logitech Wireless Headset h800,All,Gross Sales,,,,,
Logitech Wireless Headset h800,All,Sales,,,,,
Logitech Wireless Headset h800,All,Profit/ (Loss),,,,,
Logitech Wireless Headset h800,All,% Profit/ (Loss),,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Quantity,6,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Discount,0,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Unit Price,79.992,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Cost,389.761,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Total Discount,0,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Gross Sales,479.952,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Sales,479.952,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,Profit/ (Loss),90.191,,,,
Logitech Wireless Headset h800,TEC-AC-10001908,% Profit/ (Loss),0.187916708,,,,
Memorex Micro Travel Drive 8 GB,All,Quantity,,,,,
Memorex Micro Travel Drive 8 GB,All,Discount,,,,,
Memorex Micro Travel Drive 8 GB,All,Unit Price,,,,,
Memorex Micro Travel Drive 8 GB,All,Cost,,,,,
Memorex Micro Travel Drive 8 GB,All,Total Discount,,,,,
Memorex Micro Travel Drive 8 GB,All,Gross Sales,,,,,
Memorex Micro Travel Drive 8 GB,All,Sales,,,,,
Memorex Micro Travel Drive 8 GB,All,Profit/ (Loss),,,,,
Memorex Micro Travel Drive 8 GB,All,% Profit/ (Loss),,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Quantity,6,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Discount,0,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Unit Price,10.4,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Cost,42.7,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Total Discount,0,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Gross Sales,62.4,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Sales,62.4,,,,
Memorex Micro Travel Drive 8 GB,TEC-AC-10001266,Profit/ (Loss),19.7,,,,
